# Temp		E				E^2				E^4				M				M^2				M^4
1.500000	-1.9511827257	3.8071149938	14.4941392673	0.9864203572	0.9730252438	0.9467786023
1.510000	-1.9494032118	3.8001743879	14.4413482816	0.9860216022	0.9722387780	0.9452489344
1.520000	-1.9457085503	3.7857856681	14.3322322486	0.9849012613	0.9700309849	0.9409620141
1.530000	-1.9439995660	3.7791353399	14.2818794451	0.9844428182	0.9691277279	0.9392088074
1.540000	-1.9411621094	3.7681168734	14.1988033345	0.9834011555	0.9670783172	0.9352423463
1.550000	-1.9387261285	3.7586605255	14.1275518622	0.9826877117	0.9656752836	0.9325293128
1.560000	-1.9375162760	3.7539771108	14.0924611728	0.9824327230	0.9651748671	0.9315656599
1.570000	-1.9369140625	3.7516369852	14.0747935730	0.9823377848	0.9649877603	0.9312022919
1.580000	-1.9321831597	3.7333326737	13.9377864506	0.9808457971	0.9620586191	0.9255573313
1.590000	-1.9318630642	3.7320989448	13.9286229797	0.9805772543	0.9615321922	0.9245458524
1.600000	-1.9294596354	3.7228150694	13.8593607493	0.9801812053	0.9607552989	0.9230511430
1.610000	-1.9248318142	3.7049789339	13.7268899573	0.9786675334	0.9577903093	0.9173629218
1.620000	-1.9229383681	3.6976955911	13.6730062939	0.9778510332	0.9561930087	0.9143064682
1.630000	-1.9199164497	3.6860837588	13.5872811110	0.9770914674	0.9547081968	0.9114695025
1.640000	-1.9167480469	3.6739268402	13.4977937851	0.9761583209	0.9528854381	0.9079920714
1.650000	-1.9143663194	3.6648048112	13.4308881616	0.9752956867	0.9512023778	0.9047886306
1.660000	-1.9107638889	3.6510223503	13.3300184183	0.9739935994	0.9486640625	0.8999655180
1.670000	-1.9079155816	3.6401473844	13.2507533665	0.9733425617	0.9473964135	0.8975625098
1.680000	-1.9063639323	3.6342258269	13.2076319975	0.9728759885	0.9464881146	0.8958413622
1.690000	-1.9021375868	3.6181311519	13.0909273279	0.9715467572	0.9439034572	0.8909550803
1.700000	-1.8974012587	3.6001356980	12.9610369957	0.9696668863	0.9402542655	0.8840795702
1.710000	-1.8939724392	3.5871351912	12.8675903727	0.9687988281	0.9385714618	0.8809174863
1.720000	-1.8889594184	3.5681793467	12.7320706075	0.9670220375	0.9351327041	0.8744772276
1.730000	-1.8882866753	3.5656304729	12.7137763650	0.9668267131	0.9347546712	0.8737692023
1.740000	-1.8807237413	3.5371257127	12.5113137886	0.9642550945	0.9297885690	0.8645093190
1.750000	-1.8796386719	3.5330438904	12.4824324024	0.9639594197	0.9292180080	0.8634470178
1.760000	-1.8764811198	3.5211865053	12.3988263817	0.9629855633	0.9273417778	0.8599649342
1.770000	-1.8693847656	3.4946045321	12.2123325655	0.9604682088	0.9224996750	0.8510074763
1.780000	-1.8684841580	3.4912364970	12.1887803796	0.9603488564	0.9222703982	0.8505844278
1.790000	-1.8660481771	3.4821402094	12.1253618823	0.9592339396	0.9201306023	0.8466434605
1.800000	-1.8600423177	3.4597590887	11.9699559991	0.9574896932	0.9167870069	0.8405002294
1.810000	-1.8540581597	3.4375485252	11.8169715384	0.9552517414	0.9125084286	0.8326808946
1.820000	-1.8496690538	3.4212769542	11.7051544011	0.9531412721	0.9084788892	0.8253360879
1.830000	-1.8464952257	3.4095465145	11.6250332777	0.9523383379	0.9069484802	0.8225561636
1.840000	-1.8419216580	3.3926884891	11.5105130041	0.9503580689	0.9031834047	0.8157509055
1.850000	-1.8374565972	3.3762576292	11.3992626353	0.9489447713	0.9004972844	0.8108993435
1.860000	-1.8276041667	3.3401476680	11.1567290099	0.9452067137	0.8934181360	0.7982045508
1.870000	-1.8280924479	3.3419380468	11.1687645097	0.9458495975	0.8946334161	0.8003759507
1.880000	-1.8209743924	3.3159519175	10.9955925594	0.9423909545	0.8881011702	0.7887253197
1.890000	-1.8157931858	3.2971119973	10.8710410681	0.9403103232	0.8841849212	0.7817879798
1.900000	-1.8091579861	3.2730723808	10.7132618524	0.9384657264	0.8807201886	0.7756760544
1.910000	-1.8035590278	3.2528295870	10.5809577758	0.9358208537	0.8757611245	0.7669591382
1.920000	-1.7980523003	3.2330013645	10.4524179830	0.9342447877	0.8728152427	0.7618131523
1.930000	-1.7886664497	3.1993361943	10.2358613410	0.9296983600	0.8643396875	0.7470853333
1.940000	-1.7883355035	3.1981568646	10.2283736453	0.9300347209	0.8649692271	0.7481878460
1.950000	-1.7786458333	3.1635854509	10.0083291461	0.9257514119	0.8570167966	0.7344816289
1.960000	-1.7740668403	3.1473258378	9.9058195746	0.9242730141	0.8542868101	0.7298271251
1.970000	-1.7659884983	3.1187393334	9.7268330419	0.9196912885	0.8458351179	0.7154473604
1.980000	-1.7611111111	3.1015273712	9.6196586631	0.9180257201	0.8427758678	0.7102868283
1.990000	-1.7525607639	3.0714944757	9.4343885849	0.9150607586	0.8373399271	0.7011506595
2.000000	-1.7490614149	3.0592403281	9.3592505328	0.9131835818	0.8339073195	0.6954116242
2.010000	-1.7385579427	3.0226027390	9.1363570652	0.9084798098	0.8253408840	0.6812051614
2.020000	-1.7295247396	2.9912684320	8.9478376041	0.9039442301	0.8171207498	0.6677045505
2.030000	-1.7210340712	2.9619626276	8.7732741992	0.8995985270	0.8092786650	0.6549357025
2.040000	-1.7158420139	2.9441227348	8.6679635948	0.8976128340	0.8057100367	0.6491726565
2.050000	-1.7074978299	2.9155604315	8.5006278113	0.8928466797	0.7971804254	0.6355133186
2.060000	-1.6987901476	2.8859217725	8.3289362092	0.8874837160	0.7876357137	0.6203964201
